"PROVINCIA";"TIPOLOXÍA";"NOME";"ENDEREZO";"LOCALIDADE";"CONCELLO";"CÓDIGO POSTAL";"TELÉFONO";"FAX";"COORDENADAS";"PORTAL WEB";"ENDEREZO WEB 2";"CORREO ELECTRÓNICO";"NIDEN";"ACCESO AO CATÁLOGO";"INFORMACIÓN ADICIONAL";"TITULARIDADE";"INSTITUCIÓN TTULAR";"ORGANISMO XESTOR";"ACCESO";"ESTADO";"SITUACIÓN ADMINISTRATIVA NA RBG"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Santa Comba";"Miraflores, s/n";"Santa Comba";"Santa Comba";"15840";"663729177";"981880401";"43.0342,-8.8069";"http://bpmsantacomba.blogspot.com.es/";"";"santacomba.rbgalicia@eidolocal.es";"1501231-39";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Santa Comba";"Concello de Santa Comba";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Afundación Santiago de Compostela";"Rúa Frei Rosendo Salvado, 14-16";"Santiago de Compostela";"Santiago de Compostela";"15701";"981593467";"";"42.8734399,-8.550524";"";"";"biblio.santiago@afundacion.org";"1501552-1";"";"";"Privada";"Afundación (Fundación Galicia Obra Social)";"Afundación (Fundación Galicia Obra Social)";"Público";"Aberta";""
"A Coruña";"Biblioteca nacional";"Biblioteca de Galicia";"Cidade da Cultura. Monte Gaiás s/n";"Santiago de Compostela";"Santiago de Compostela";"15707";"981544886";"981544887";"42.8694933,-8.5256863";"http://bibliotecadegalicia.xunta.es/es";"";"bibliotecadegalicia@xunta.gal";"XXXUA1503706-10401";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Consellería de Cultura, Educación e Ordenación Universitaria";"Consellería de Cultura, Educación e Ordenación Universitaria";"Público";"Aberta";""
"A Coruña";"Biblioteca Pública";"Biblioteca Pública  Monte do Gozo";"Rúa da Muíña, 63";"Santiago de Compostela";"Santiago de Compostela";"15703";"981560318";"";"42.8898808,-8.5152947";"";"";"avmontedogozo@yahoo.es";"XXXUA1503766-12368";"";"";"Pública";"Asociación de Veciños Monte do Gozo (xestión) / Concello de Santiago de Compostela (titularidade)";"Asociación de Veciños Monte do Gozo (xestión) / Concello de Santiago de Compostela (titularidade)";"Público";"Aberta";""
"A Coruña";"Biblioteca Pública xestionada pola Consellería de Cultura e Turismo";"Biblioteca Pública de Santiago Ánxel Casal";"Avenida Xoán XXIII, s/n";"Santiago de Compostela";"Santiago de Compostela";"15704";"881999401/881999403";"881999414";"42.8839084,-8.5443154";"http://bibliotecas.xunta.gal/santiago/";"";"biblio.publica.santiago@xunta.gal";"1501565-2016";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Ministerio de Educación, Cultura y Deporte";"Consellería de Cultura e Turismo";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal José Saramago de Conxo";"Praza Aurelio Aguirre, s/n";"Santiago de Compostela";"Santiago de Compostela";"15702";"981528740/981528741";"";"42.8630149,-8.555536";"";"";"bibliotecafontinas@ferrovial.com/bibliotecacsc@santiagodecompostela.gal";"1501881-393";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Santiago de Compostela";"Concello de Santiago de Compostela";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal José Saramago de Fontiñas";"Rúa Berlín, 13";"Santiago de Compostela";"Santiago de Compostela";"15707";"981528752/981528750";"981570988";"42.8839615,-8.5315207";"";"";"bibliotecafontinas@ferrovial.com/bibliotecacsc@santiagodecompostela.gal";"1501881-394";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Santiago de Compostela";"Concello de Santiago de Compostela";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal José Saramago de Santa Marta";"Rúa Antonio Rama Seoane, 6";"Santiago de Compostela";"Santiago de Compostela";"15706";"981543017";"981543018";"42.8698115,-8.560842";"";"";"bibliotecastamarta@ferrovial.com/bibliotecacsc@santiagodecompostela.gal";"1501881-12363";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Santiago de Compostela";"Concello de Santiago de Compostela";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Santiso";"Agro do Chao, s/n";"Santiso";"Santiso";"15808";"981818501";"";"42.856146,-8.057920";"";"";"teresa.mato@santiso.gal";"1503712-11185";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"concello de Santiso";"concello de Santiso";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Sobrado";"Santiago do Campo, 1";"Sobrado";"Sobrado";"15813";"981787508/981787710";"981787577";"43.0401,-8.02229";"";"";"sobrado.rbgalicia@eidolocal.es";"1502013-15";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Sobrado";"Concello de Sobrado";"Público";"Pechada temporalmente";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal do Grilo";"Travesía de Cacheiras, 18";"Cacheiras";"Teo";"15883";"981806400";"";"42.8243217,-8.5595735";"";"https://es-es.facebook.com/pages/Bibliotecas-Municipais-do-Concello-de-Teo/220587092503";"mediateca@teo.gal";"1502163-10407";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Teo";"Concello de Teo";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal Os Tilos";"Rúa Buxo, 4";"Tilos, Os";"Teo";"15894";"881064128/681159887";"";"42.8408679,-8.5359153";"";"https://es-es.facebook.com/pages/Bibliotecas-Municipais-do-Concello-de-Teo/220587092503";"bibliotecatilos@teo.gal";"1502163-16";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Teo";"Concello de Teo";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Toques";"Lugar de Souto, s/n";"Toques";"Toques";"15806";"981504895/981504895";"";"42.9667786,-7.9732314";"";"";"marina.corral@toques.es";"NN9304-12365";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Toques";"Concello de Toques";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Tordoia";"Pontepedra-Cabaleiros, s/n";"Cabaleiros";"Tordoia";"15683";"981690001/981683006";"981690005";"43.0891185,-8.5506863";"";"";"tordoia.rbgalicia@eidolocal.es";"1502185-360";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Tordoia";"Concello de Tordoia";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Touro Xosé Neira Vilas";"Rúa Isabel II, 26";"Fonte Díaz";"Touro";"15822";"981504029";"981504110";"42.8671559,-8.3037515";"";"";"cristina.andujar@concellodetouro.gal";"1502381-2252";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Touro";"Concello de Touro";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Trazo";"Viaño Pequeno, 50";"Campo";"Trazo";"15687";"981689324/981689001";"";"42.9986094,-8.506168";"";"";"trazo.rbgalicia@eidolocal.es";"1502179-319";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Trazo";"Concello de Trazo";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Val do Dubra";"Casa da Cultura. Rua Arcai, 30";"Bembibre";"Val do Dubra";"15873";"981889000";"981889185";"43.0274661,-8.65635";"";"";"valdodubra.rbgalicia@eidolocal.es";"1502198-254";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Val do Dubra";"Concello de Val do Dubra";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Valdoviño";"Gándara de Abaixo, s/n";"Valdoviño";"Valdoviño";"15552";"981487666/981487041/645305229";"981492366";"43.6127,-8.14112";"";"";"valdovino.rbgalicia@eidolocal.es";"1502505-41";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Valdoviño";"Concello de Valdoviño";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Vedra";"Avenida Mestre Manuel  Gómez Lorenzo, 15";"Vedra";"Vedra";"15885";"981502262";"981503331";"42.7746,-8.48152";"";"";"vedra.rbgalicia@eidolocal.es/joseramon.chas@vedra.dicoruna.es/joseramon.chas@concellodevedra.com";"1501856-42";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vedra";"Concello de Vedra";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Vilasantar";"Ru, s/n";"Vilasantar";"Vilasantar";"15807";"981778169/981778257";"981778166";"43.0716928,-8.1219131";"";"";"biblioteca@vilasantar.com";"1501719-18";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilasantar";"Concello de Vilasantar";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Vimianzo";"Casa da Cultura. A Braña, s/n";"Vimianzo";"Vimianzo";"15129";"981717288/881982863";"981716650";"43.1117208,-9.0344174";"";"";"vimianzo.rbgalicia@eidolocal.es/pilar.lemus@vimianzo.gal";"1501724-197";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vimianzo";"Concello de Vimianzo";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Axencia de Lectura";"Axencia de Lectura Municipal de Baio";"Rúa do Pavillón, s/n";"Baio";"Zas";"15150";"981718056";"";"43.0988197,-8.9150889";"";"";"tania.carreira@concellodezas.org";"1501730-12330";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Zas";"Concello de Zas";"Público";"Aberta";"Rexistrada e integrada"
"A Coruña";"Biblioteca Pública";"Biblioteca Pública Municipal de Zas";"Progreso, s/n";"Zas";"Zas";"15850";"981751398";"981751142";"43.0986,-8.91593";"";"";"zas.rbgalicia@eidolocal.es";"1501730-43";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Zas";"Concello de Zas";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Alfoz";"A Seara, s/n";"Alfoz";"Alfoz";"27776";"982571270";"982558504";"43.4607454,-7.4476804";"";"";"ofelia.adrio.alfoz@eidolocal.es/alfoz.rbgalicia@eidolocal.es";"2700622-320";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Alfoz";"Concello de Alfoz";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Antas de Ulla";"Rúa Miguel Angel Blanco Garrido";"Antas de Ulla";"Antas de Ulla";"27570";"982379504";"982379100";"42.782772,-7.890522";"";"https://www.facebook.com/biblioteca.antasdeulla?fref=ts";"terebabu@gmail.com/antasdeulla.rbgalicia@eidolocal.es";"2700010-321";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Antas de Ulla";"Concello de Antas de Ulla";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Barreiros";"Centro Sociocultural ManuelDíaz Sampedro. Rua Vila, 78 - bis";"San Cosme de Barreiros";"Barreiros";"27790";"982124106";"982124110(Concello)";"42.5889896,-7.1948545";"";"";"omix.barreiros@yahoo.es";"2700865-200";"";"";"Pública";"Concello de Barreiros";"Concello de Barreiros";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Becerreá";"Rúa Valgamarín, 5";"Becerreá";"Becerreá";"27640";"982360004";"982360518";"42.852703,-7.158902";"";"";"sararonu@yahoo.com/becerrea.rbgalicia@eidolocal.es";"2700025-323";"";"";"Pública";"Concello de Becerreá";"Concello de Becerreá";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Axencia de Lectura";"Axencia de Lectura Municipal de Bóveda";"Rúa Río Mao, 2";"Bóveda";"Bóveda";"27340";"982426177";"982426177";"42.6285,-7.4796";"";"";"cultura@concellodeboveda.com";"2700926-132";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Bóveda";"Concello de Bóveda";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Burela";"Pardo Bazán , 6";"Burela";"Burela";"27880";"982580683";"982580683";"43.6606,-7.35874";"";"";"casadacultura@burela.org/burela.rbgalicia@eidolocal.es";"2700062-133";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Burela";"Concello de Burela";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Carballedo";"Praza Víctor Portomeñe, s/n";"A Barrela";"Carballedo";"27520";"982466201";"982466352";"42.540153,-7.814734";"";"";"servizossociais@concellocarballedo.es/servizossociais@concellocarballedo.es/info@concellocarballedo.es";"2700182-1940";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Carballedo";"Concello de Carballedo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal Poeta Crecente Vega";"Praza Maior, s/n";"Castro de Rei";"Castro de Rei";"27250";"982314356";"982314061";"43.2075,-7.399";"";"";"bibliotecacrecentevega@castroderei.gal";"2700031-138";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Castro de Rei";"Concello de Castro de Rei";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal José Trapero Pardo";"Avenida Terra Cha s/n";"Castro de Riberas de Lea";"Castro de Rei";"27260";"982310553";"";"43.1428855,-7.492470";"";"";"trapero.castroderei.rbgalicia@eidolocal.es";"2700031-141";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Castro de Rei";"Concello de Castro de Rei";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Axencia de Lectura Municipal de Cervo";"Praza do Concello, s/n (Edificio do Centro Socio Cultural) ";"Cervo";"Cervo";"27891";"982557777";"";"43.6714882,-7.4111417";"";"";"concello.cervo@eidolocal.es";"2700789-379";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cervo";"Concello de Cervo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de San Cibrao";"Avenida da Mariña, 60 (Casa da Cultura)";"San Cibrao";"Cervo";"27890";"982595157";"982557729";"43.697 ,-7.43973";"";"";"casadacultura@concellodecervo.com/cervo.rbgalicia@eidolocal.es";"2700789-325";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cervo";"Concello de Cervo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Chantada ";"Praza do Mercado, s/n";"Chantada";"Chantada";"27500";"982441752";"982441752";"42.6079,-7.76983";"https://bpmchantada.wordpress.com/";"";"chantada.rbgalicia@eidolocal.es";"2700084-326";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Chantada";"Concello de Chantada";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de A Fonsagrada";"Os Chaos, s/n";"Fonsagrada, A";"Fonsagrada, A";"27100";"982340245";"";"43.1859,-7.10355";"http://biblifonsa.blogspot.com.es/";"";"biblioteca@afonsagrada.org/afonsagrada.rbgalicia@eidolocal.es";"2700097-140";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Fonsagrada";"Concello da Fonsagrada";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Foz Salgado Toimil";"Rúa de Lugo, 1- 2º andar";"Foz";"Foz";"27780";"982140675";"982140675";"43.565948,-7.260316";"";"";"biblioteca@concellodefoz.es";"2700101-201";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Foz";"Concello de Foz";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Axencia de Lectura";"Axencia de Lectura Municipal de Friol";"Rúa Diputación, s/n";"Friol";"Friol";"27220";"982371002";"";"43.0326885,-7.7952767";"";"";"biblioteca@concellodefriol.es/maikafriol@gmal.com";"2700118-1958";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Friol";"Concello de Friol";"Público";"Pechada temporalmente";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Asociación Cultural Xermolos";"Rúa do Concello, 9";"Guitiriz";"Guitiriz";"27300";"982372040";"";"43.1809084,-7.893802";"";"";"xermolos@xermolos.org/xermolos.guitiriz.rbgalicia@eidolocal.es";"2700366-203";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Asociación Cultural Xermolos";"Asociación Cultural Xermolos";"Público";"Aberta";""
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Guitiriz Casa Habanera";"Rúa do Concello, 42";"Guitiriz";"Guitiriz";"27300";"982370109";"982372178";"43.1804634,-7.8913961";"";"";"biblioteca@concellodeguitiriz.com";"2700681-202";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Guitiriz";"Concello de Guitiriz";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Láncara";"Benigno Quiroga, 93";"Pobra de San Xiao";"Láncara";"27360";"982543066";"982543357";"42.8624,-7.44471";"";"";"maria.jesus.lopez.lancara@eidolocal.es/concello.lancara@eidolocal.esniktta1@yahoo.es";"2700871-327";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Láncara";"Concello de Láncara";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal Juana de Ibarbourou";"Praza do Conde Santo, s/n";"Lourenzá";"Lourenzá";"27760";"982121006";"982121506(Concello)";"43.4706309,-7.298767";"";"";"lourenza.rbgalicia@eidolocal.es";"2700139-204";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Lorenzá";"Concello de Lorenzá";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública xestionada pola Consellería de Cultura e Turismo";"Biblioteca Pública de Lugo";"Avenida Ramón Ferreiro,  23";"Lugo";"Lugo";"27002";"982828327";"982828337";"43.0044,-7.55408";"https://bibliotecas.xunta.gal/lugo/gl";"";"biblio.publica.lugo@xunta.gal";"2700340-6660";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Ministerio de Educación, Cultura y Deporte";"Consellería de Cultura e Turismo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Lugo Isidro Novo";"Avenida da Coruña, s/n  (Parque da Milagrosa)";"Lugo";"Lugo";"27003";"982297414/982297415";"982297416";"43.0217813,-7.5642036";"";"";"bibliotecamunicipal@concellodelugo.org";"2700773-135";"";"";"Pública";"Concello de Lugo";"Concello de Lugo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Meira";"Federico González López, s/n";"Meira";"Meira";"27240";"982330096";"";"43.2130983,-7.294943";"";"";"bibliotecameira@hotmail.com";"2700638-328";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Meira";"Concello de Meira";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal Pena Trapero";"Praza da Catedral, 37";"Mondoñedo";"Mondoñedo";"27740";"982524003";"982507421";"43.4277586,-7.3630944";"";"";"bpmondonedo@yahoo.es/bpmondonedo@yahoo.es";"2700405-159";"";"";"Pública";"Concello de Mondoñedo";"Concello de Mondoñedo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Monforte de Lemos";"Praza de España, 4";"Monforte de Lemos";"Monforte de Lemos";"27400";"982404404";"982404812";"42.5221,-7.51276";"";"";"efernandez@concellodemonforte.com/monforte.rbgalicia@eidolocal.es";"2700412-142";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello Monforte de Lemos";"Concello Monforte de Lemos";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Monterroso";"Poeta Lorenzo Varela, s/n";"Monterroso";"Monterroso";"27560";"982377814";"981377617";"42.7928137,-7.8344982";"";"";"monterroso.rbgalicia@eidolocal.es";"2700643-205";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Monterroso";"Concello de Monterroso";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Axencia de Lectura";"Axencia de Lectura Municipal de Muras";"Praza da Galeguidade, 4";"Muras";"Muras";"27836";"982500001";"982500063";"43.4675962,-7.722486";"";"";"bibliotecamuras@gmail.com";"2700530-45";"";"";"Pública";"Concello de Muras";"Concello de Muras";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Navia de Suarna";"Praza de España, s/n";"Navia de Suarna";"Navia de Suarna";"27650";"982365040";"982365112";"42.9642642,-7.006053";"";"";"nievesal2000@yahoo.es";"2700433-162";"";"";"Pública";"Concello de Navia de Suarna";"Concello de Navia de Suarna";"Público";"Aberta";""
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal das Nogais";"Rosalía de Castro, s/n";"Nogais, As";"Nogais, As";"27677";"982364092";"982364510";"42.8091,-7.10904";"";"";"concelloasnogais@concelloasnogais.es";"2700448-329";"";"";"Pública";"Concello das Nogais";"Concello das Nogais";"Público";"Aberta";"Rexistrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Ourol";"Estrada Xeral, s/n";"Merille";"Ourol";"27865";"982559019";"982559002";"43.564592,-7.642263";"";"";"biblioteca@concellodeourol.es/omixourol@yahoo.es";"2700887-46";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Ourol";"Concello de Ourol";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Outeiro de Rei";"Casa da Cultura. Estrada Nacional VI, s/n";"Outeiro de Rei";"Outeiro de Rei";"27150";"982393096";"982393096";"43.101281,-7.611701";"";"";"biblioteca@concellodeouteiroderei.org";"2700694-47";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Outeiro de Rei";"Concello de Outeiro de Rei";"Público";"Aberta";""
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Palas de Rei";"Avenida de Ourense, 31";"Palas de Rei";"Palas de Rei";"27200";"982380180";"982374015";"42.8723292,-7.8684404";"";"";"palasderei.rbgalicia@eidolocal.es";"2700464-48";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Palas de Rei";"Concello de Palas de Rei";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Axencia de Lectura Municipal de Pantón";"Praza do Concello, 1";"Ferreira de Pantón";"Pantón";"27430";"982456377/677121488";"";"42.5058,-7.62348";"";"";"bibliopanton@gmail.com/panton.rbgalicia@eidolocal.es";"2700470-49";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Pantón";"Concello de Pantón";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Paradela";"Rúa Fraga Iribarne, 5";"Paradela";"Paradela";"27611";"982541096";"982541232";"42.765,-7.56523";"";"";"oix.paradela@eidolocal.es";"2700947-206";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Paradela";"Concello de Paradela";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal da Pastoriza";"Xosé Yáñez García, 1";"Pastoriza, A";"Pastoriza, A";"27287";"982332412/982332197";"982332233";"43.3001,-7.35014";"";"";"omixapastoriza@hotmail.com/apastoriza.rbgalicia@eidolocal.es";"2700561-136";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Pastoriza";"Concello da Pastoriza";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal da Pobra do Brollón";"Rúa Samoeiro, s/n";"Pobra do Brollón, A";"Pobra do Brollón, A";"27330";"982430546";"982430361";"42.5580309,-7.3936237";"";"";"biblioteca@pobradobrollon.es/apobradebrollon.rbgalicia@eidolocal.es";"2700708-330";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de  A Pobra do Brollón";"Concello de  A Pobra do Brollón";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Axencia de Lectura";"Axencia de Lectura Municipal de Pol";"Plaza de Galicia, 1";"Mosteiro";"Pol";"27270";"982345310/661870360";"982345330";"43.1308,-7.35304";"";"";"martacastedo@gmail.com/pol.rbgalicia@eidolocal.es";"2700656-331";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Pol";"Concello de Pol";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal da Pontenova";"Casa da Cultura. Estrada de Taramundi";"Pontenova, A";"Pontenova, A";"27720";"982342619";"982342051";"43.3517138,-7.158742";"";"";"correo.apontenova@fegamp.gal/apontenova.rbgalicia@eidolocal.es";"2700486-1996";"";"";"Pública";"Concello de A Pontenova";"Concello de A Pontenova";"Público";"Aberta";"Rexistrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Quiroga";"Rúa Xardíns, s/n";"Quiroga";"Quiroga";"27320";"982435125";"982428808";"42.4650562,-7.2928666";"";"";"culturaquiroga2@gmail.com/quiroga.rbgalicia@eidolocal.es";"2700715-50";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Quiroga";"Concello de Quiroga";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Ribadeo El Viejo Pancho";"Antonio Otero, 17";"Ribadeo";"Ribadeo";"27700";"982128230";"982130975";"43.5378,-7.03961";"";"";"biblioteca@ribadeo.org/ribadeo.rbgalicia@eidolocal.es";"2700499-137";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ribadeo";"Concello de Ribadeo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Axencia de Lectura";"Axencia de Lectura Municipal de Ribas de Sil";"Praza Maior, s/n";"San Clodio";"Ribas de Sil";"27310";"982428237";"982428551";"42.4661,-7.2875";"";"";"concello.ribasdesil@eidolocal.es/concello.ribasdesil@gmail.com";"2700669-332";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Ribas de Sil";"Concello de Ribas de Sil";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Axencia de Lectura";"Biblioteca Pública Municipal de Riotorto";"Rúa Circunvalación, s/n";"Riotorto";"Riotorto";"27744";"982346222";"982346033";"43.3404279,-7.2607342,20";"";"";"bibliotecariotorto@gmail.com";"2700502-208";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Riotorto";"Concello de Riotorto";"Público";"Aberta";"Rexistrada e integrada"
